customer_id,age,total_spent,num_orders,avg_order_value,days_since_last_order,avg_session_duration_min,avg_pages_per_session,discount_usage_rate,num_support_tickets,loyalty_points,region,device_type,payment_method,acquisition_channel,membership_tier,customer_segment
CUST00011,28,693.7298417076395,8.0,68.22223540390753,28.480023752547496,17.479456405946227,11.707965620271944,0.1724595051764229,2,380.0,Western Europe,mobile,paypal,direct,silver,Loyal
CUST00012,52,3967.549841466813,51.0,168.71942873777368,6.00676541088124,32.82158399900482,25.897970844337618,0.04523535216719295,1,5909.0,Middle East,mobile,paypal,social_media,gold,VIP
CUST00013,33,102.13440896740008,16.0,66.31530189778452,86.35204228960373,7.772526749758807,7.989337143197194,0.5931454562149545,2,387.0,Middle East,mobile,paypal,social_media,none,At-Risk
CUST00014,28,3395.426166198815,-1,117.0587380766833,15.199734464122736,31.6913129153397,17.132666512911428,0.153678955799632,0,6500.0,Asia Pacific,desktop,crypto,paid_ads,platinum,VIP
CUST00015,23,165.6310868934833,4.0,51.926297912759644,239.68527857921939,7.141945858221275,,0.5452592008364463,3,221.0,Asia Pacific,desktop,credit_card,social_media,silver,Churned
CUST00016,18,1025.8105912420576,9.0,75.58128250491238,15.769687574109687,-2.4566570949808932,11.38596593023133,0.34419481215900644,0,20576.876026802864,North America,tablet,credit_card,paid_ads,silver,Loyal
CUST00017,,3982.393856220696,67.0,103.0198500561156,11.708511210665208,23.93327108366765,18.687561530639925,0.1817841878953862,1,9140.0,Middle East,desktop,bank_transfer,direct,,VIP
CUST00018,37,513.9864584686505,5.0,30.147103906164638,error,8.037318885457115,3.934563267402618,,3,358.0,Latin America,tablet,crypto,referral,silver,At-Risk
CUST00019,32,421.7866524372947,4.0,0.0,73.99097252521952,9.584526563827792,2.908453492837187,0.08704765026496064,4,343.0,North America,mobile,gift_card,referral,none,At-Risk
CUST00020,46,284.76405478884215,4.0,74.47788256434802,329.7472642639632,2.519795978851964,2.0130635816922484,0.4003952813412244,1,240.0,Asia Pacific,desktop,bank_transfer,social_media,none,Churned
CUST00021,33,,19.0,55.420669497422566,10.495850486741741,23.35462226252654,14.454255056292656,0.47309510090967866,2,706.0,North America,tablet,bank_transfer,direct,gold,Loyal
CUST00022,45,1016.4856843547936,20.0,error,3.398362485178801,-1.7326824405081425,,0.4569163259473049,1,-564.7437660221376,Latin America,desktop,paypal,social_media,gold,Loyal
CUST00023,33,774.1241428172665,25.0,null,24.435151361054274,101.11477602979892,14.315181520642724,0.4175065825968084,2,876.0,North America,tablet,,paid_ads,gold,Loyal
CUST00024,31,660.4248443805392,null,67.74351677047446,18.72814916444481,9.098588029230266,7.833361174471871,0.32683090211917487,0,1574.0,Eastern Europe,tablet,credit_card,referral,gold,Loyal
CUST00025,24,4032.671128413587,46.0,214.64300666055905,7.401432705036881,24.867867685275947,N/A,0.17909782405775723,1,-326.1141569605222,Asia Pacific,desktop,credit_card,social_media,platinum,VIP
CUST00026,38,,2.0,75.0578847839154,116.30492688192159,11.690917513990982,5.622118702359003,0.5147879284172037,2,374.0,Eastern Europe,,credit_card,social_media,silver,At-Risk
CUST00027,36,4045.395419488781,43.0,102.6079964611136,3.0352288673477905,26.755972245921523,19.65251217386072,0.11978193738124174,2,2149.0,Eastern Europe,desktop,gift_card,social_media,platinum,VIP
CUST00028,42,,63.0,159.36066655647733,10.97463493862507,19.518656841056313,18.897466802038682,0.14398959875927175,1,5603.0,Eastern Europe,tablet,paypal,organic_search,,VIP
CUST00029,34,1114.3562533420989,20.0,79.65017329612039,38.76608204823426,20.20372683461985,17.344758031140657,0.3421752970793053,1,807.0,Middle East,tablet,crypto,paid_ads,gold,Loyal
CUST00030,39,-486.0966864836144,55.0,73.11295981210947,16.640012765297595,15.314473686523504,25.642647922469656,0.17690470154536103,1,9879.0,Western Europe,desktop,bank_transfer,referral,gold,VIP
CUST00031,24,485.02254826538774,24.0,104.82913191900472,16.253820846273413,14.743725183531597,10.963496026109485,0.4023580280468865,0,,Middle East,mobile,paypal,referral,gold,Loyal
CUST00032,40,322.55915510975035,14.0,57.22733319818568,90.71593263568747,6.627373970647672,10.737009334769667,0.3715492763727697,1,295.0,Latin America,desktop,gift_card,,none,At-Risk
CUST00033,39,3825.628355195101,34.0,143.4103259912392,5.553406478844598,34.43347066484806,13.807341474323877,0.2862758638362328,0,5331.0,Latin America,desktop,crypto,direct,gold,VIP
CUST00034,35,343.1673135876333,14.0,102.1045809984914,20.514836970277393,15.61757114526565,5.942194606868289,0.309844397515995,1,13842.89411775907,,mobile,bank_transfer,email_campaign,,Loyal
CUST00035,35,210.80303501248807,3.0,72.73518108809478,264.346010619949,6.615803099558353,1.92092963615772,0.8296512849031976,0,6.0,Eastern Europe,tablet,credit_card,organic_search,none,Churned
CUST00036,52,308.53193886683243,11.0,69.1612210987057,102.80306766652512,9.505124548950278,3.8299960214033044,0.3669014671521609,1,463.0,Western Europe,desktop,paypal,organic_search,none,At-Risk
CUST00037,30,224.1026440818589,3.0,62.432151333127536,106.31421743753718,10.06169618255843,4.540732880402314,0.400986485681327,4,481.0,Eastern Europe,tablet,bank_transfer,social_media,silver,At-Risk
CUST00038,30,292.46889372914137,4.0,81.56495376063127,49.66815590150084,7.895006459144021,8.385690655931139,0.33896565513004934,3,452.0,Latin America,tablet,gift_card,email_campaign,platinum,At-Risk
CUST00039,40,983.921708550945,27.0,-176.67920358215918,0.0,14.763457471962226,10.484428367028942,0.25448458121014006,1,855.0,Asia Pacific,desktop,gift_card,paid_ads,platinum,Loyal
CUST00040,33,170.59662661374958,5.0,33.56074895419562,316.1591467783899,1.1784093534963507,2.0142804622088812,0.27823865814600557,3,159.0,Asia Pacific,mobile,credit_card,organic_search,none,Churned
CUST00041,37,,72.0,135.88256011218573,11.924925135555329,27.39675337596866,18.00031102305182,0.06909064891144905,1,2432.0,Western Europe,desktop,paypal,referral,,VIP
CUST00042,0,405.56797756077015,6.0,88.44997362633534,149.68078675744835,4.985242385467569,8.824145851471036,0.4853539356451807,1,545.0,Asia Pacific,tablet,credit_card,email_campaign,silver,At-Risk
CUST00043,46,3157.6994808825093,63.0,##,11.520264336702567,27.069676119941672,20.002719080784743,0.1714880680119211,1,3265.0,North America,desktop,credit_card,paid_ads,gold,VIP
CUST00044,32,925.2446792553195,32.0,114.27029541706614,13.82775797813425,13.164915224592196,4.834489590144937,0.29904076188944145,1,1868.0,Latin America,desktop,,email_campaign,platinum,Loyal
CUST00045,36,-65.0745404168108,31.0,66.38721381239642,19.234614086716793,18.86069129948254,6.9911849416905625,0.17506567125202405,1,734.0,North America,mobile,credit_card,organic_search,gold,
CUST00046,33,298.9880622831612,289.9333954520115,73.43732847047099,93.63113818990723,6.853047758626788,8.333802660082629,0.26257015869737327,2,475.0,Asia Pacific,,credit_card,organic_search,gold,At-Risk
CUST00047,,443.21883667857577,10.0,31.417888697244933,47.93712011871705,11.886647839237959,4.150928840204664,0.3920670900349139,2,752.0,Eastern Europe,mobile,bank_transfer,social_media,none,At-Risk
CUST00048,59,221.9605900228869,3.0,35.69297610382473,344.6706013447109,2.241845080073324,0.0,0.9314752240464993,5,88.0,Western Europe,mobile,credit_card,referral,silver,Churned
CUST00049,18,465.700424868274,10.0,78.22338867394747,101.49039451355051,11.072739531138007,4.413224822562768,0.43372295910355657,3,540.0,Western Europe,tablet,credit_card,paid_ads,silver,
CUST00050,28,1296.3163698933274,38.0,108.67883133832112,23.943720500489192,17.28431021453562,6.421576891804554,0.2793559191284075,0,733.0,Middle East,mobile,credit_card,direct,gold,Loyal
CUST00051,50,326.9702318169126,236.40330723917566,54.67225118008213,82.8694908478416,14.49963084587187,0.0,0.7517369815607944,1,367.0,Eastern Europe,desktop,paypal,paid_ads,silver,At-Risk
CUST00052,29,608.2737625057084,13.0,81.53187772207612,79.36656012071153,1.96075894585403,2.8673339532715243,,4,269.0,North America,mobile,bank_transfer,social_media,silver,At-Risk
CUST00053,23,1101.769118000873,25.0,44.53491038749566,2.6908325429943964,14.594204362970203,5.389740704727105,0.3668416287659239,1,1375.0,North America,mobile,credit_card,email_campaign,none,Loyal
CUST00054,27,5599.458594540826,54.0,,13.937145820863009,-5.417099812396916,21.65260715644382,0.0806684154192401,2,5807.0,Latin America,tablet,bank_transfer,social_media,gold,VIP
CUST00055,38,,322.286705403263,46.59980249525571,87.99633963513567,6.41193351219416,4.998333565465613,0.41668033847007646,0,329.0,Asia Pacific,tablet,crypto,organic_search,none,At-Risk
CUST00056,27,412.0917935993794,4.0,65.56200740384341,-48.50855378216216,,4.730041353010442,0.5840442913983183,3,,Middle East,tablet,credit_card,social_media,silver,At-Risk
CUST00057,39,143.38404552345395,4.0,68.54802737384605,337.57543154500445,4.610899536129404,2.043833884492351,0.9142671632164735,0,0.0,Latin America,tablet,gift_card,paid_ads,none,Churned
CUST00058,24,413.51852596559775,4.0,40.15787700393338,,9.838717236365959,6.408774918760477,0.4418167676453216,0,572.0,Asia Pacific,desktop,paypal,direct,none,At-Risk
CUST00059,39,229.2205413574849,,35.07162747995221,174.08678108182903,4.715165124512276,8.14503487393946,,4,11.0,Eastern Europe,tablet,bank_transfer,social_media,none,Churned
CUST00060,36,1223.3752402951536,22.0,69.58329613177122,,20.210253344474236,8.746674092074509,0.3302452458910627,1,1035.0,Asia Pacific,tablet,paypal,email_campaign,none,Loyal
CUST00061,33,185.94487890853569,11.0,37.264474239018966,81.97118805311764,8.311259354819503,2.861453340808235,0.6440117180415207,1,416.0,Middle East,mobile,crypto,social_media,none,At-Risk
CUST00062,37,599.5225063644186,12.0,43.19037229265518,141.33304681088612,6.55757041480148,6.455644449867874,0.25387583784651563,1,550.0,Western Europe,tablet,crypto,,silver,At-Risk
CUST00063,46,448.12015082587914,10.0,51.71357744233013,80.26209312308956,13.261117486796795,3.5079067901946805,0.3372549698204408,,435.0,Western Europe,desktop,gift_card,organic_search,platinum,At-Risk
CUST00064,,198.3369099292055,5.0,63.223438360319264,214.80592842456457,2.414721606653423,3.9958458685387575,0.46019562937921465,0,112.0,Asia Pacific,desktop,paypal,email_campaign,gold,Churned
CUST00065,40,997.9733717952544,24.0,35.710463194407346,0.0,18.9995021699145,6.870922861384692,0.0,2,728.0,Middle East,tablet,crypto,social_media,silver,Loyal
CUST00066,20,514.5918543724999,0.0,99.27668476921654,163.37935834314084,10.504381470215964,,0.542573364450981,3,391.0,North America,desktop,crypto,social_media,,At-Risk
CUST00067,52,60.44755041445548,2.0,56.06963253643801,206.8074553095087,4.492961978145748,3.8933230305578066,0.46308879516403983,,259.0,Western Europe,desktop,gift_card,email_campaign,silver,Churned
CUST00068,18,1267.0795343746381,24.0,87.44109831861208,30.544891383893617,11.961400118253586,6.088599477946346,0.17019277945983918,1,1102.0,Western Europe,tablet,gift_card,social_media,silver,Loyal
CUST00069,39,1296.5424398584532,27.0,116.65356194794657,9.406033641928241,15.426256291548855,15.79498374461787,0.2757983124889308,0,1006.0,Latin America,mobile,paypal,direct,platinum,Loyal
CUST00070,43,243.26448973520644,3.0,53.3029893667598,267.2959718473363,5.7359849014455,4.2099867513577465,0.8181319872176265,3,71.0,Middle East,desktop,credit_card,direct,none,Churned
CUST00071,34,164.80609271821945,2.0,23.487613456587695,139.34212637267936,6.724188530553956,4.394976623842,0.5984865406737698,6,197.0,North America,tablet,credit_card,paid_ads,none,Churned
CUST00072,19,1341.4733053532987,41.0,66.30157577215942,19.219814987055702,10.702560358210324,9.32411073432908,0.19951626773059644,2,1562.0,Latin America,tablet,paypal,paid_ads,gold,Loyal
CUST00073,41,1109.199477658241,8.0,9.162112642206736,30.88844505585137,9.565782022763688,9.92712565182885,0.09180636829993702,2,965.0,Latin America,mobile,credit_card,direct,gold,Loyal
CUST00074,37,296.09430792168513,0.0,50.63941743791156,256.9719444575353,1.5951434776946485,2.0890375022903656,0.8076579857967638,2,20629.85630011826,Latin America,desktop,paypal,paid_ads,none,Churned
CUST00075,49,262.7358536198211,11.0,66.28494635792731,48.84673326627095,3.5260342659104547,5.729783412574185,0.6671072266362401,3,423.0,Latin America,tablet,bank_transfer,organic_search,gold,At-Risk
CUST00076,59,3750.2670978859487,55.0,45.63117495132509,7.120003064827401,21.845683348617076,26.890548696877744,0.14428777172634408,1,,Eastern Europe,mobile,credit_card,direct,platinum,VIP
CUST00077,18,297.7070356808198,12.0,79.24269703806743,87.62387877035965,14.973206248503022,7.747057822101368,0.5689272450008157,1,424.0,Asia Pacific,tablet,bank_transfer,organic_search,gold,At-Risk
CUST00078,28,560.5453493383802,5.0,64.80222524688185,58.24088196138911,11.512597111031253,7.681373324876414,0.5644831165126388,3,316.0,Western Europe,mobile,bank_transfer,social_media,platinum,At-Risk
CUST00079,37,66.37688115190258,7.0,60.686950350400394,12.218504537931935,-2.00186767759641,3.47255387229382,0.7172097194517402,2,194.0,Eastern Europe,tablet,,paid_ads,none,At-Risk
CUST00080,45,827.9406456335884,,121.44353429648558,-13.2675844755111,15.7022934683489,5.544944768680127,0.5554444003391263,0,1404.0,North America,mobile,gift_card,paid_ads,platinum,Loyal
CUST00081,31,1330.6498985301728,43.0,85.55345736160628,2.972541133238286,10.84335322956926,11.343445676652966,0.22720236028078072,1,731.0,Eastern Europe,desktop,gift_card,,silver,Loyal
CUST00082,43,,2.0,67.39403930964957,273.4512909063199,3.1581986594858082,4.2513511431923074,0.7687873783106711,,93.0,Middle East,desktop,bank_transfer,direct,none,Churned
CUST00083,0,64.1498192467962,4.0,44.008947577398345,256.4776122477561,7.073538026280069,,0.2641779144752565,4,123.0,Middle East,desktop,credit_card,email_campaign,silver,Churned
CUST00084,24,790.3185780135866,15.0,91.5032439007843,0.6742058132349449,18.671570641359907,9.378748228838527,0.436510158256227,0,1016.0,Western Europe,desktop,gift_card,social_media,gold,Loyal
CUST00085,28,1196.1276887998126,15.0,84.12836091323648,30.388714698128283,19.57313944794777,,0.31208334844214475,0,1764.0,Western Europe,tablet,bank_transfer,direct,silver,Loyal
CUST00086,48,191.05931456469455,6.0,84.44029132980268,285.6509834939387,4.379790130833081,1.0113297830097612,0.11215007228547685,3,159.0,Western Europe,mobile,bank_transfer,social_media,none,Churned
CUST00087,38,729.7536386551283,12.0,-,81.343416592308,8.275106244832367,0.5827496226952125,0.5771020889040664,1,448.0,Asia Pacific,tablet,gift_card,referral,silver,
CUST00088,27,970.6410877085193,14.0,25.143051186498262,31.13343301566655,7.693640486134333,20.15189749893878,0.16121462441747889,1,1254.0,Western Europe,desktop,crypto,paid_ads,gold,Loyal
CUST00089,31,459.27701354179413,12.0,94.93059174410503,##,17.258061265501784,13.030533698026765,0.15119497507363955,0,743.0,Latin America,mobile,crypto,email_campaign,silver,Loyal
CUST00090,18,18544.936585075768,27.0,147.34045130899034,8.198360810035657,135.4532850210413,6.31482342003987,0.18036952325225536,1,1096.0,Middle East,desktop,credit_card,paid_ads,gold,Loyal
CUST00091,30,813.4690364415931,29.0,53.67432919390427,11.317808498122364,13.11165307627435,4.806207257102764,0.09611073442908857,3,1540.0,North America,mobile,crypto,email_campaign,gold,Loyal
CUST00092,60,279.8359988047545,0.0,66.4107407227697,289.7235735437725,5.359056268936515,4.158563942641866,0.7679136181548504,3,217.0,North America,desktop,bank_transfer,organic_search,gold,Churned
CUST00093,25,215.8479491148963,3.0,68.24163069163505,294.3160474557066,0.9483269766950762,3.493366299221488,0.8820323990603871,7,12.0,,tablet,bank_transfer,paid_ads,none,Churned
CUST00094,55,4561.323566661501,66.0,158.90606098646902,6.469666163305671,28.905349266347212,17.166292302383283,0.15760612528636259,0,3174.0,Western Europe,mobile,,referral,gold,VIP
CUST00095,25,1023.3867923342843,25.0,120.84077395171093,8.733399530676916,14.685363780721941,7.8468673968601435,0.2412082048465496,1,20060.57474398166,Eastern Europe,desktop,gift_card,email_campaign,gold,Loyal
CUST00096,26,298.2599923211839,14.0,,74.43464060156467,8.449154236877732,6.569509183057431,,4,296.0,Asia Pacific,desktop,bank_transfer,referral,,At-Risk
CUST00097,38,367.7423473406518,9.0,,,14.155329569243957,0.8817091793467231,0.48277615381520805,0,465.0,Western Europe,tablet,crypto,direct,silver,At-Risk
CUST00098,54,346.15844232430027,5.0,-33.902528219913876,,9.118275274382917,4.543748584739657,0.6204944734206314,5,57.0,Western Europe,mobile,crypto,organic_search,none,Churned
CUST00099,51,998.7772942745174,22.0,140.71382058829317,11.657732923141909,11.469744998664947,12.144947458256652,0.3595325142941851,0,2017.0,,tablet,crypto,email_campaign,gold,Loyal
CUST00100,40,262.40041511502767,12.0,60.3150194774004,84.34579768879308,13.968554474510322,0.0,0.8224984344104745,,16.0,North America,mobile,crypto,direct,none,At-Risk
CUST00101,33,1350.8978436434377,14.0,106.87180657571128,0.0,12.70221053178615,4.944307133030927,0.2797821333175734,,1658.0,Eastern Europe,mobile,gift_card,referral,none,Loyal
CUST00102,32,602.9944942165581,295.03519951265315,99.16697946795706,97.18750932436566,7.523146834124758,11.372168216043512,0.8452777473662398,0,,Latin America,desktop,bank_transfer,direct,gold,At-Risk
CUST00103,32,1077.6770751104802,11.0,90.40388331417435,14.581514003550364,28.953429180307463,13.323405705070048,0.24477051188717713,0,1175.0,North America,tablet,credit_card,social_media,gold,Loyal
,50,1005.9644167561936,12.0,102.33026886600977,11.931417576490185,11.25506080903337,16.310881572723723,0.409571751493826,1,1565.0,North America,desktop,crypto,direct,gold,Loyal
CUST00105,18,389.82153547578747,12.0,,83.57266369887269,7.776838137393076,11.552560902873804,0.5712460411768692,0,357.0,Middle East,desktop,credit_card,direct,silver,At-Risk
CUST00106,39,224.32932010592748,5.0,44.44164725351373,257.21880849144634,0.25282008796584154,0.33305136253159784,0.3629630838935365,0,,North America,mobile,credit_card,direct,none,Churned
CUST00107,50,66.97872928861068,1.0,,368.4166835351857,3.5081394999190105,3.589185685116758,0.7577815766766479,1,142.0,,mobile,paypal,email_campaign,none,Churned
CUST00108,52,727.408821699303,21.0,67.55051967903304,0.0,8.192988885437185,6.472302197417115,,1,1657.0,Asia Pacific,desktop,crypto,referral,gold,Loyal
CUST00109,36,245.10109519729684,2.0,21.898093136296325,248.39707648322752,5.350062020265496,3.50370883059001,0.5932793120087716,0,311.0,North America,desktop,gift_card,social_media,gold,Churned
CUST00110,32,1481.1702827110944,29.0,57.093097861162654,21.137431860965442,17.12971347044526,1.7388812924410448,0.36669199144678694,1,1161.0,Middle East,tablet,gift_card,social_media,gold,Loyal
CUST00111,25,309.87783800779965,3.0,52.29697518960783,120.51065419254573,3.1777723147516417,4.686613504884402,0.24314782817197655,0,285.0,North America,desktop,paypal,,gold,At-Risk
CUST00112,40,3924.5996289510804,62.0,166.43256078416377,6.49346816328653,21.83424949588838,12.297934903133125,,1,##,Asia Pacific,mobile,gift_card,email_campaign,platinum,VIP
CUST00113,,266.6869131034955,4.0,80.27653000184857,64.78128878507566,15.227578400389731,-2.9615387435994496,0.7246510283280949,4,438.0,Middle East,tablet,gift_card,paid_ads,platinum,At-Risk
CUST00114,31,206.74361027981715,2.0,80.81127524642348,-72.658721731745,8.266319049770669,4.959170682311946,0.6815456739236078,,213.0,Latin America,desktop,bank_transfer,social_media,silver,Churned
CUST00115,-1,,3.0,,-56.38926470810016,7.358502042408748,-1.9891046493169764,0.5514761905199451,2,266.0,Asia Pacific,desktop,paypal,referral,none,Churned
CUST00116,37,604.0936719963289,6.0,69.74391402906632,88.14350294617815,12.87959077462165,null,0.33023473090864314,2,539.0,Asia Pacific,desktop,paypal,email_campaign,silver,At-Risk
CUST00117,18,1249.0378057102607,14.0,43.83543855640062,14.488431628647351,,15.66854947044625,0.2534347690711697,0,1228.0,Asia Pacific,mobile,gift_card,email_campaign,platinum,Loyal
CUST00118,36,20.735040390080172,5.0,5.982557429198266,299.70207836989226,5.451946881854581,2.2712454142135163,,4,163.0,North America,tablet,crypto,paid_ads,silver,Churned
CUST00119,32,61.85137465234146,3.0,69.01446313719171,274.99307300640436,3.5671468644392355,4.569377432263373,0.8267578545128024,1,179.0,Western Europe,,credit_card,direct,none,Churned
CUST00120,25,735.1176299990427,16.0,##,25.01033933011233,14.62317095167114,13.671823621179659,0.29535459643779777,1,927.0,Eastern Europe,desktop,,organic_search,gold,Loyal
CUST00121,-1,1087.6942306599922,37.0,94.2359750419294,37.07158433445401,13.871349647254414,4.448999867273849,0.23396280585478646,1,1280.0,Latin America,tablet,bank_transfer,paid_ads,platinum,Loyal
CUST00122,19,1700.6937362397728,38.0,80.17602307647635,8.758407082353923,40.230065355010254,-,0.0,0,3835.0,Eastern Europe,mobile,gift_card,referral,silver,VIP
CUST00123,45,2845.159853661058,58.0,125.19837308780295,0.3518877660398383,32.179638889676006,21.25378449337714,0.08295228041007346,0,6056.0,Middle East,mobile,crypto,direct,platinum,VIP
CUST00124,39,660.1312685515638,4.0,76.73840917539565,23.932296930643318,14.852694000833994,9.261261567757302,,1,277.0,Middle East,mobile,bank_transfer,direct,silver,At-Risk
,26,147.43374109197399,,49.738531510872946,236.52333690893653,3.976286453880291,3.0884340058003663,0.5193674646139902,2,217.0,Middle East,desktop,,paid_ads,silver,Churned
CUST00126,41,747.5729780230743,4.0,49.1068115815901,18.68389501995,22.630924817147893,14.730952433898505,0.04988465372798592,0,545.0,Asia Pacific,tablet,paypal,referral,silver,Loyal
CUST00127,43,4836.359733396059,85.0,163.81284501411693,,32.153630939879534,20.53002331627699,0.24803334944464903,2,3229.0,Middle East,tablet,gift_card,paid_ads,platinum,VIP
CUST00128,39,1008.5924255136692,23.0,115.75023456698736,13.348387557883044,17.236514445482275,6.791231194694611,0.16031168915857136,2,1537.0,Latin America,mobile,bank_transfer,paid_ads,silver,Loyal
CUST00129,40,838.1986511640855,24.0,67.16624875608055,,20.4760291444312,11.928575154574347,0.12848266051872406,2,1078.0,Middle East,tablet,credit_card,referral,gold,Loyal
,35,-127.29026743494245,4.0,16.254970608674213,151.66430575855856,8.837014568731227,null,0.789338347446491,3,278.0,Middle East,tablet,crypto,social_media,gold,At-Risk
CUST00131,27,1087.5715064542885,23.0,103.99415194548533,32.3840663647604,12.73151413108745,12.530282752363007,0.00487806287383416,0,1214.0,Western Europe,tablet,gift_card,paid_ads,silver,Loyal
CUST00132,46,20.55517031566754,0.0,83.90251913853068,314.5327905999937,4.2198259437570895,1.7945612739395553,0.8246189260883078,5,191.0,North America,desktop,paypal,organic_search,none,Churned
CUST00133,40,787.6479159437454,27.0,70.40510852206701,-28.29951499417635,107.30777827583302,11.114327078197778,0.24700665332017707,0,920.0,Eastern Europe,desktop,credit_card,social_media,gold,
CUST00134,48,3920.0363915141056,,197.1554461441279,11.48099919646484,28.291614215194954,17.57462643667388,0.11209239438596516,?,2366.0,,,credit_card,paid_ads,gold,VIP
CUST00135,50,588.3839805224023,,68.31298464570145,46.456400268801836,-3.473412120738777,10.474699549346298,0.6678274367826723,2,506.0,Latin America,tablet,gift_card,organic_search,gold,
CUST00136,28,14.940937855620575,4.0,61.804199537366756,391.5696884573987,1.9113638452603006,3.7840218747315135,0.7033405637296932,2,84.0,Eastern Europe,tablet,gift_card,social_media,none,Churned
CUST00137,32,309.36647038980834,11.0,80.01862907211896,129.15031466539273,14.08428748344057,10.147561927224679,0.7198636096901343,1,243.0,Middle East,mobile,bank_transfer,,silver,At-Risk
CUST00138,30,,6.0,-192.69444912073473,147.22907911326078,11.047583648196973,8.013037281633002,0.2925764729585788,3,429.0,Eastern Europe,mobile,paypal,email_campaign,silver,At-Risk
CUST00139,42,1042.6551674911293,20.0,61.17386855200947,29.8715639452016,9.992348538515351,8.722537585227677,0.3854932728170919,0,1709.0,North America,desktop,crypto,referral,gold,Loyal
CUST00140,57,129.07077735182114,4.0,54.00882324896835,302.6782598796819,3.834693702873132,5.0675723358777995,0.6920437278870126,4,,North America,tablet,credit_card,paid_ads,silver,Churned
CUST00141,39,956.8791051702838,0.0,68.78123534304333,10.843039099068822,17.657160520182746,2.6412663563122507,0.11207406516474083,2,1406.0,Asia Pacific,tablet,paypal,email_campaign,platinum,Loyal
CUST00142,42,133.79688901154796,4.0,56.94826825915564,195.40181781496744,7.080717238961859,2.8309602369770532,0.7935997609107729,7,52.0,Latin America,desktop,crypto,organic_search,gold,
CUST00143,32,3861.572348856658,34.0,101.66198753214914,7.21079278788267,28.22083917470967,16.98743732328591,0.14439124667441813,0,7365.0,Asia Pacific,tablet,credit_card,organic_search,platinum,VIP
CUST00144,36,9172.914533354982,1.0,43.46705415532614,,4.598905053734543,2.803852862934985,1.0,2,-812.9513153673001,Middle East,mobile,bank_transfer,direct,none,Churned
,18,276.964377795896,7.0,50.02005662417694,94.10097609981638,6.639558191370247,2.1211948379952803,0.4395108467008999,3,314.0,Asia Pacific,desktop,gift_card,social_media,silver,At-Risk
CUST00146,31,4291.961826704244,85.0,191.66283841151295,10.40551126250122,28.537780703876,12.426047141489379,0.2103377001939039,0,9448.0,Western Europe,desktop,credit_card,organic_search,,VIP
CUST00147,27,419.5500534794191,9.0,87.42986045082654,127.94339541150106,16.325201282309603,8.918968312347623,0.7031887168297197,2,531.0,Eastern Europe,desktop,gift_card,direct,none,At-Risk
CUST00148,30,851.9438010203049,23.0,117.48525992241109,2.6859325393368163,,11.700073621398415,0.24498398306956837,1,429.0,Latin America,mobile,bank_transfer,social_media,none,Loyal
CUST00149,52,313.43100888956155,3.0,41.497720957130774,135.15352893813775,4.314070089664378,0.0,0.5888629894700012,4,80.0,Middle East,tablet,credit_card,paid_ads,silver,Churned
CUST00150,32,900.5959932663972,26.0,73.9084892429194,0.0,16.775740641132153,17.194841986643937,0.15162263667421583,2,1062.0,Asia Pacific,mobile,gift_card,direct,silver,Loyal
CUST00151,29,3575.786441651833,73.0,91.00236568494122,15.237596102487405,19.98213491186206,13.41493424470754,0.1625094967593897,0,5523.0,Western Europe,mobile,paypal,organic_search,platinum,VIP
